X	Y
0.532839441	0.590307079
0.535217639	0.583222947
0.538098711	0.588253153
0.524258802	0.592011528
0.538806992	0.586390877
0.532771165	0.583610551
0.528456346	0.586709095
0.534190678	0.574862661
0.536500964	0.590365041
0.532686277	0.588083814
0.530959252	0.589165735
0.529758902	0.582274842
0.532771438	0.589261131
0.531981287	0.590543149
0.537992617	0.591174551
0.547156141	0.588160574
0.529800493	0.586545495
0.534232974	0.578587279
0.535581558	0.586038947
0.533043679	0.588794028
0.531940917	0.585804247
0.528542163	0.587183702
0.534110364	0.588599923
0.54194225	0.589649052
0.525295265	0.58953022
0.53169469	0.589550472
0.531437482	0.59043509
0.536152491	0.593976652
0.528721546	0.58930783
0.535137484	0.575488099
0.535389141	0.589438821
0.528147288	0.58801264
0.535765432	0.579284499
0.5390814	0.585380142
0.530999115	0.580362218
0.532821629	0.579716136
0.531840194	0.592714136
0.533418513	0.588516426
0.532895398	0.586282845
0.529923221	0.585304295
0.535463788	0.596709284
0.529000044	0.584691507
0.534740667	0.587059052
0.533794353	0.59064898
0.531544991	0.582546785
0.531153272	0.587815476
0.528515276	0.587052378
0.528585967	0.581659025
0.528929912	0.585845017
0.531428015	0.585979766
0.536915959	0.584927557
0.532297864	0.588705814
0.53823269	0.589347698
0.534506908	0.590634699
0.53848292	0.591382873
0.534219716	0.586612593
0.529045289	0.589323706
0.528923254	0.590360729
0.532548314	0.597630264
0.533800233	0.589885504
0.535512751	0.587755217
0.53279426	0.583629415
0.53502582	0.587933298
0.529447404	0.585538094
0.530652021	0.586804688
0.532372617	0.589537641
0.53129636	0.589465077
0.528824244	0.592869704
0.528287564	0.590028374
0.530748315	0.586934612
0.540585696	0.589290704
0.529125168	0.590505852
0.537596496	0.592587995
0.527326439	0.588448585
0.534899354	0.584596449
0.532393316	0.585763334
0.542800067	0.588141473
0.546907736	0.584552184
0.540687779	0.588207206
0.529275559	0.590039818
0.537265673	0.590584856
0.540037927	0.591710217
0.540303411	0.587681235
0.53333298	0.59431609
0.527400874	0.588036312
0.537709895	0.594628457
0.541776391	0.589520738
0.536123442	0.589314153
0.536638827	0.592390395
0.541172461	0.590274858
0.541464712	0.589710105
0.535735743	0.590865286
0.539813753	0.586312054
0.535840815	0.593801026
0.539093127	0.588357438
0.539513031	0.596232909
0.537282294	0.585723285
0.534154789	0.594949186
0.537429658	0.594814457
0.538448536	0.585954706
0.539864997	0.584465606
0.537000855	0.594671968
0.537777692	0.596937038
0.536977678	0.596127016
0.534514425	0.596236575
0.53256311	0.59485515
0.54532891	0.586428868
0.532109155	0.590143417
0.538829795	0.593454274
0.541819898	0.588697213
0.540210435	0.591117444
0.531800718	0.591986238
0.538415235	0.59395394
0.530769934	0.585237165
0.539203663	0.592692449
0.542536421	0.58487771
0.535189182	0.592132872
0.537579125	0.592933499
0.539575289	0.586194964
0.535348035	0.588827446
0.538741134	0.592538447
0.539528974	0.588735676
0.539437203	0.59411296
0.534141647	0.588095491
0.538881911	0.585239086
0.536625963	0.591906884
0.539761867	0.583414544
0.534295601	0.593795944
0.537278493	0.588673841
0.535196964	0.593538271
0.537947765	0.592796049
0.530637419	0.590548194
0.535169549	0.591774272
0.535080373	0.59003104
0.535055292	0.59012
0.535977629	0.594137415
0.530877717	0.592938104
0.536214816	0.592563347
0.529198277	0.584967813
0.540532442	0.583190454
0.535952599	0.583027618
0.538234261	0.585118201
0.527302686	0.588169133
0.535276433	0.585204065
0.534779893	0.588862306
0.522747359	0.590771118
0.534724325	0.586984858
0.535277876	0.591429673
0.531802328	0.587579806
0.543219042	0.587156489
0.527185829	0.584861666
0.538692949	0.592118368
0.526967329	0.59436359
0.53542269	0.582529566
0.54448535	0.590115587
0.535505544	0.588237408
0.533513284	0.584748066
0.523492242	0.587151936
0.53141851	0.58549354
0.535614227	0.588889067
0.531243359	0.582828356
0.539181437	0.590334433
0.530825777	0.586247175
0.536057824	0.587017116
0.53936004	0.585789692
0.528826808	0.587709496
0.526912239	0.589319449
0.527264937	0.591756135
0.528801573	0.591308254
0.534148642	0.584800408
0.533510472	0.588045209
0.527857507	0.593104953
0.533623459	0.588995361
0.537561823	0.589528265
0.529785023	0.590941894
0.531293303	0.590840242
0.533176863	0.585966627
0.537633328	0.58133439
0.523255047	0.587766794
0.529622811	0.590047151
0.538598655	0.583201884
0.530419833	0.587711008
0.5324225	0.58374366
0.538189025	0.584145815
0.531588858	0.589393762
0.528648575	0.593854229
0.533514702	0.591600001
0.528337935	0.590866925
0.536427988	0.591944173
0.529999203	0.585819183
0.532885849	0.583668069
0.53404736	0.589243652
0.528215444	0.588196353
0.532929232	0.584232669
0.531556581	0.588869991
0.52805658	0.58812394
0.52613048	0.587520261
0.532082876	0.588400944
0.530259693	0.587048267
0.525924795	0.58845818
0.534057587	0.58775179
0.524841333	0.589517224
0.5317204	0.587872198
0.531855474	0.589478896
0.528216783	0.590772601
0.529304403	0.588987244
0.532314722	0.584721038
0.530879553	0.586569248
0.530153733	0.587282639
0.527417321	0.587793784
0.527710014	0.588441812
0.526683192	0.587181548
0.52701056	0.586899036
0.529480395	0.590013919
0.528789712	0.589528563
0.547072348	0.596509205
0.536240792	0.589349096
0.540627163	0.589589826
0.528071702	0.590171742
0.550410681	0.595135626
0.542067895	0.588422816
0.549716596	0.584625148
0.537370804	0.594376769
0.524492095	0.594508749
0.540337572	0.594522959
0.534054952	0.593317284
0.54149724	0.586449014
0.534368379	0.593234517
0.531769745	0.591865084
0.530280413	0.588341166
0.541922856	0.591386912
0.545479124	0.589922877
0.542333602	0.586076601
0.538412955	0.590900821
0.539878611	0.585581739
0.538906696	0.590735554
0.530026961	0.595590825
0.538891786	0.590981102
0.5410565	0.593739019
0.537539444	0.596491198
0.541406191	0.590140686
0.541044288	0.585876775
0.54305664	0.58359992
0.544375516	0.594147254
0.536351893	0.594019793
0.53736873	0.594290897
0.531920286	0.591177596
0.539617249	0.584688896
0.538606255	0.593921089
0.535629712	0.593291765
0.532867839	0.590812463
0.537648754	0.593694625
0.53976691	0.592208865
0.542661194	0.588867426
0.535836162	0.591391988
0.54176364	0.596973081
0.533386742	0.591248422
0.532752506	0.594975328
0.539574781	0.588803459
0.530355827	0.594359738
0.531186641	0.594636053
0.532391346	0.593036126
0.53576987	0.590428253
0.531738049	0.594246465
0.535182013	0.592517055
0.53255102	0.596353997
0.535726124	0.589708635
0.535308489	0.592261739
0.531985472	0.59563798
0.531913375	0.59418163
0.5369475	0.592596809
0.538694156	0.593933211
0.534597347	0.593982208
0.53253962	0.591329158
0.529970335	0.592054985
0.533615786	0.594473497
0.535306445	0.592290634
0.535637024	0.589666022
0.533233741	0.592974713
0.530767041	0.591770274
0.522584679	0.586845333
0.529693153	0.586556892
0.530743759	0.585577627
0.529176297	0.590298602
0.528397682	0.590639203
0.529237922	0.589185874
0.529728412	0.591345914
0.531302042	0.58931869
0.537864091	0.594510825
0.533231336	0.59338467
0.535934929	0.589389707
0.536118663	0.596015084
0.530500217	0.584392899
0.537008719	0.589249913
0.541459936	0.589555988
0.543797759	0.584421231
0.541181254	0.592974251
0.536483912	0.590579371
0.541819854	0.588863199
0.530453271	0.592510533
0.52808521	0.581560123
0.529540864	0.591703352
0.535827614	0.58848195
0.535386614	0.591129134
0.540458402	0.591234824
0.540329293	0.586112671
0.535893575	0.588084474
0.535267029	0.587044219
0.533445102	0.589708005
0.534130381	0.590875923
0.53823155	0.588335501
0.535213291	0.588648057
0.539166103	0.585688872
0.538518459	0.588241741
0.524281736	0.588871688
0.537102484	0.580863622
0.534629941	0.590321053
0.534476004	0.589340027
0.535211255	0.582619164
0.535844775	0.583390089
0.532434324	0.580962585
0.52893316	0.594089584
0.52945528	0.589822688
0.531633887	0.588883153
0.531366289	0.589173701
0.532722665	0.57889236
0.534255735	0.582198307
0.542114966	0.595657913
0.536328052	0.593066913
0.536961971	0.588484507
0.53786693	0.579764821
0.533622725	0.588126633
0.530601918	0.590242035
0.542088462	0.58552053
0.531263901	0.590092146
0.53148914	0.58396385
0.525916956	0.58524342
0.532875386	0.585779521
0.534295721	0.586613041
0.5263842	0.590367704
0.527424244	0.587339297
0.53153577	0.590360377
0.53900901	0.591613876
0.530486136	0.590726314
0.527640232	0.590230185
0.531975429	0.591728523
0.530865889	0.589708054
0.528984411	0.586369299
0.529495571	0.590865384
0.527237133	0.586279549
0.530484352	0.586641149
0.53502877	0.580635732
0.525007818	0.591243545
0.532529635	0.586795574
0.534856795	0.588537444
0.535153806	0.588051012
0.527601295	0.583593403
0.536739496	0.589565276
0.525341642	0.589578498
0.528152248	0.591430391
0.534589422	0.588500239
0.533074398	0.589337368
0.538359794	0.585009653
0.529300203	0.58363031
0.528325519	0.586636777
0.530055804	0.588123317
0.533192777	0.586394631
0.531748852	0.580786762
0.533604958	0.587784091
0.528958647	0.588818924
0.531187811	0.587561249
0.541511711	0.592003569
0.527693884	0.586401099
0.531730887	0.587289825
0.533791202	0.595170709
0.538639375	0.588476703
0.540860903	0.59200013
0.540550145	0.590790084
0.538697149	0.591900399
0.538982431	0.594964533
0.541746902	0.590317939
0.537410309	0.589318157
0.54052052	0.59164495
0.536007432	0.587989739
0.535327944	0.591919031
0.542968779	0.588122202
0.535837702	0.596957527
0.54278412	0.591445629
0.539800774	0.592667569
0.532588074	0.594993837
0.536524243	0.591777704
0.53710359	0.588387116
0.534323203	0.590006868
0.539860993	0.590301518
0.53617049	0.58836319
0.532333926	0.594061515
0.539855326	0.586363545
0.539573718	0.591102036
0.5368277	0.594634002
0.534873294	0.585187371
0.532795316	0.585266342
0.534284803	0.590652676
0.544688673	0.5843
0.543575547	0.590594604
0.536681825	0.592430771
0.52475166	0.584961298
0.530447922	0.597134231
0.529610652	0.582733252
0.532787888	0.592563258
0.540576388	0.587532673
0.538824704	0.58760249
0.5431578	0.591059687
0.539893138	0.592769399
0.5265946	0.5878573
0.532346065	0.582699543
0.528878471	0.586791733
0.536287413	0.58907594
0.53318143	0.593634721
0.527702983	0.590456066
0.534423926	0.582965891
0.540396967	0.58582951
0.531784554	0.590321325
0.538845018	0.585947776
0.533676954	0.583286672
0.535783894	0.591467629
0.534760317	0.594716504
0.537960875	0.580663839
0.537499011	0.585210557
0.525869118	0.592457193
0.533540579	0.585316332
0.533192412	0.593509625
0.533552075	0.586779005
0.531228787	0.592298202
0.53286448	0.584011233
0.535017118	0.594145248
0.530675257	0.5868029
0.530175333	0.587673833
0.531862399	0.585931883
0.533536986	0.58326368
0.530578514	0.589040435
0.525968687	0.592260722
0.527099317	0.589782107
0.534258082	0.58272995
0.533500222	0.587417544
0.527184717	0.589104921
0.534496811	0.585833305
0.528968783	0.588784764
0.528136225	0.588227196
0.537327609	0.586699255
0.529339903	0.592718672
0.530088651	0.58697687
0.536179732	0.586710817
0.531963815	0.592846084
0.533106796	0.587600003
0.534193166	0.588900402
0.523057023	0.58820703
0.533418502	0.579872507
0.531232132	0.587970647
0.530379597	0.588992
0.533594114	0.585842275
0.533044793	0.59017672
0.531033678	0.586266526
0.53200418	0.586091984
0.532423243	0.587191589
0.526783552	0.584618912
0.530279689	0.587678884
0.541251468	0.591564784
0.541297556	0.598893113
0.545390461	0.59269777
0.53563579	0.596396519
0.549565012	0.582936558
0.550099438	0.593094761
0.540327166	0.587903989
0.532722846	0.592267167
0.531987748	0.587589957
0.548075926	0.584949505
0.535374489	0.587033749
0.536558175	0.590203719
0.535126961	0.586010824
0.543899532	0.589142216
0.542035705	0.588744314
0.539260887	0.591691792
0.538024657	0.594571761
0.531354257	0.595923413
0.538926267	0.597189277
0.541087779	0.594709624
0.542630686	0.58889988
0.534426191	0.591211296
0.540382985	0.590186209
0.541023819	0.589346429
0.538320963	0.590249353
0.533527132	0.595838005
0.530047132	0.597520738
0.536848425	0.589060577
0.536075916	0.590656865
0.542255597	0.588767991
0.53916863	0.592143512
0.526605269	0.593804633
0.529061317	0.593473656
0.538198208	0.587134729
0.536183824	0.599439122
0.527905921	0.594632874
0.539557912	0.590531439
0.529436179	0.595501547
0.536426177	0.59177192
0.537854546	0.596924278
0.541083023	0.591608852
0.534228403	0.592718364
0.542223683	0.591594372
0.539489216	0.587388708
0.534433818	0.590623301
0.537103699	0.59055041
0.537351908	0.588924808
0.540469689	0.596214324
0.541604878	0.596900711
0.535619455	0.59063681
0.535552331	0.593586895
0.537549755	0.59660996
0.538560511	0.582213246
0.53295812	0.594508309
0.539245863	0.587052845
0.539028644	0.590893265
0.535359776	0.592406882
0.534731259	0.594366624
0.53656446	0.589942001
0.530819591	0.590215091
0.524256546	0.58596425
0.519811907	0.584960183
0.533260535	0.589520827
0.528040387	0.586520822
0.523676493	0.590151596
0.534580006	0.594432427
0.534972767	0.585602725
0.528343374	0.592691299
0.534051306	0.590943051
0.526543107	0.587026245
0.540015383	0.593086174
0.526426906	0.5873529
0.528688731	0.589189201
0.536188533	0.593601269
0.526902312	0.594025587
0.532560845	0.588307755
0.532498446	0.589918564
0.542896851	0.600186932
0.539337088	0.596744919
0.533458423	0.584664976
0.535071879	0.580102017
0.539542246	0.584036588
0.534394935	0.583920779
0.533516855	0.585996128
0.534028193	0.582443289
0.528279829	0.584722
0.53880972	0.586039083
0.542569074	0.592197497
0.529526147	0.586201909
0.543687392	0.598210041
0.516602636	0.575716479
0.52898151	0.58772223
0.548483082	0.603289202
0.540860802	0.566399957
0.512984018	0.573970876
0.541696021	0.58539036
0.551376269	0.588882216
0.526274325	0.591446161
0.53912255	0.595329427
0.538535819	0.596511499
0.529561146	0.594450551
