X	Y
0.534269502	0.591709454
0.527687752	0.587568539
0.535848931	0.592004859
0.530649745	0.584697505
0.529663005	0.587406021
0.528974159	0.585768259
0.531431305	0.590993381
0.52475148	0.587485825
0.531937273	0.590450391
0.526702387	0.587484843
0.536219735	0.590137655
0.530471218	0.584981151
0.534964325	0.5891373
0.531271576	0.587641263
0.525351003	0.592029291
0.532947658	0.592367615
0.531211081	0.59193774
0.529430503	0.594029903
0.53039412	0.591371477
0.531016242	0.591812058
0.531793364	0.589585436
0.530761492	0.593596297
0.535378205	0.590446797
0.533848715	0.590323046
0.535345174	0.58664578
0.536584106	0.587090449
0.535918921	0.584645888
0.535749932	0.580510279
0.530523044	0.582040347
0.533955795	0.579928984
0.530110999	0.583912726
0.531115991	0.585749865
0.533868581	0.588544985
0.533979598	0.58934023
0.543525747	0.585049472
0.541636644	0.589917839
0.533701438	0.58255146
0.535788398	0.582533315
0.527622355	0.585602287
0.533238473	0.588230911
0.52803237	0.586145005
0.525479722	0.586787815
0.532929008	0.583516881
0.537686259	0.589759744
0.535839087	0.584722684
0.536807891	0.591883923
0.534327888	0.589059085
0.528025395	0.584426243
0.533828515	0.590547784
0.531773968	0.59227409
0.534314406	0.585870959
0.537033274	0.589858378
0.534792512	0.587812981
0.531971414	0.588025773
0.533234009	0.592014187
0.531875783	0.590874375
0.525123385	0.587882408
0.524159714	0.588829953
0.538212611	0.59069365
0.536366041	0.591464202
0.528834099	0.588601997
0.532913142	0.592694253
0.530455323	0.592672667
0.522418643	0.58825066
0.528134501	0.59190452
0.528413531	0.593519369
0.534896429	0.591781579
0.530027972	0.591845382
0.533859551	0.592806374
0.529619501	0.592685973
0.532304155	0.591680133
0.538638388	0.591368166
0.540885955	0.586529486
0.53420441	0.582618877
0.54047538	0.595615049
0.533277519	0.594105853
0.537007604	0.594183281
0.535837037	0.58995122
0.537019399	0.592393791
0.535707255	0.592636149
0.539631995	0.588249785
0.538136493	0.590355856
0.538449191	0.592842918
0.538313163	0.591391577
0.536083867	0.59235821
0.538896353	0.588863259
0.536276591	0.594313725
0.535227865	0.592883698
0.537296574	0.590940258
0.537463503	0.590479276
0.532835162	0.590542453
0.533056059	0.593003876
0.537484867	0.59059255
0.53242132	0.589444878
0.536064062	0.5927342
0.533647481	0.591164371
0.531190542	0.586884545
0.529233699	0.587975726
0.528546247	0.585375698
0.527203689	0.587454165
0.52981894	0.587064703
0.52705466	0.588188953
0.527452979	0.588526481
0.530468136	0.588349178
0.527255726	0.586131329
0.525917379	0.586905559
0.525546517	0.588328671
0.52609237	0.587273432
0.524803246	0.587711038
0.527235945	0.588101816
0.533776211	0.593685558
0.532906992	0.594446063
0.524966561	0.588378225
0.529424751	0.593927245
0.528759786	0.592588336
0.526935924	0.59355785
0.526881575	0.592335036
0.524095887	0.592648921
